Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls,Most_Wickets_in_Match,Runs_in_Best_Bowling_Match
2009.0,Ravindra Jadeja,13.0,2.0,295.0,42.0,26.81,266.0,110.9,0.0,0.0,21.0,6.0,4.0,0.0,13.0,140.0,151.0,6.0,25.16,6.47,23.33,0.0,0.0,3.0,15.0
2008.0,Ravindra Jadeja,14.0,2.0,135.0,36.0,19.28,103.0,131.06,0.0,0.0,11.0,6.0,7.0,0.0,14.0,13.0,21.0,0.0,0.0,9.69,0.0,0.0,0.0,0.0,0.0
2024.0,Reece Topley,4.0,1.0,3.0,3.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,90.0,168.0,4.0,42.0,11.2,22.5,0.0,0.0,2.0,27.0
2023.0,Reece Topley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,1.0,14.0,7.0,12.0,0.0,0.0,1.0,14.0
2024.0,Rinku Singh,14.0,2.0,168.0,26.0,18.67,113.0,148.67,0.0,0.0,13.0,8.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023.0,Rinku Singh,14.0,6.0,474.0,67.0,59.25,317.0,149.53,0.0,4.0,31.0,29.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Rinku Singh,7.0,2.0,174.0,42.0,34.8,117.0,148.72,0.0,0.0,17.0,7.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Rinku Singh,1.0,0.0,11.0,11.0,11.0,11.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Rinku Singh,5.0,1.0,37.0,30.0,18.5,34.0,108.82,0.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,Rinku Singh,4.0,0.0,29.0,16.0,7.25,31.0,93.54,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Rishabh Pant,13.0,2.0,446.0,88.0,40.55,287.0,155.4,0.0,3.0,36.0,25.0,11.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Rishabh Pant,14.0,2.0,340.0,44.0,30.91,224.0,151.79,0.0,0.0,35.0,16.0,8.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021.0,Rishabh Pant,16.0,4.0,419.0,58.0,34.91,326.0,128.52,0.0,3.0,42.0,10.0,10.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.0,Rishabh Pant,14.0,3.0,343.0,56.0,31.18,301.0,113.95,0.0,1.0,31.0,9.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.0,Rishabh Pant,16.0,3.0,488.0,78.0,37.53,300.0,162.66,0.0,3.0,37.0,27.0,18.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.0,Rishabh Pant,14.0,1.0,684.0,128.0,52.61,394.0,173.6,1.0,5.0,68.0,37.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.0,Rishabh Pant,14.0,0.0,366.0,97.0,26.14,221.0,165.61,0.0,2.0,28.0,24.0,8.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.0,Rishabh Pant,10.0,2.0,198.0,69.0,24.75,152.0,130.26,0.0,1.0,19.0,6.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024.0,Riyan Parag,15.0,3.0,573.0,84.0,52.09,384.0,149.22,0.0,4.0,40.0,33.0,7.0,0.0,16.0,18.0,27.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0
2023.0,Riyan Parag,7.0,1.0,78.0,20.0,13.0,66.0,118.18,0.0,0.0,4.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.0,Riyan Parag,17.0,3.0,183.0,56.0,16.64,132.0,138.64,0.0,1.0,11.0,10.0,17.0,0.0,17.0,24.0,59.0,1.0,59.0,14.75,24.0,0.0,0.0,1.0,12.0
